AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,INCOME_CATEGORY_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
"65+","B","35-49K","Homeowner","35-49K","Single Male",1,"None/Unknown",2221
"19-24","B","250K+","Homeowner","150K+","Single Male",1,"None/Unknown",2224
"25-34","B","150-174K","Homeowner","150K+","Single Male",1,"None/Unknown",2233
"45-54","U","50-74K","Homeowner","50-74K","Single Female",1,"None/Unknown",2237
"45-54","U","25-34K","Homeowner","Under 35K","Single Female",1,"None/Unknown",2260
"25-34","B","35-49K","Homeowner","35-49K","Single Male",1,"None/Unknown",2266
"55-64","B","175-199K","Homeowner","150K+","Single Female",1,"None/Unknown",2282
"45-54","B","50-74K","Homeowner","50-74K","Single Female",1,"None/Unknown",2305
"45-54","U","175-199K","Homeowner","150K+","Single Male",1,"None/Unknown",2322
"45-54","U","50-74K","Homeowner","50-74K","Unknown",1,"None/Unknown",2330
"35-44","U","50-74K","Homeowner","50-74K","Unknown",1,"None/Unknown",2334
"45-54","U","50-74K","Homeowner","50-74K","Unknown",1,"None/Unknown",2341
"55-64","U","100-124K","Homeowner","100-150K","Unknown",1,"None/Unknown",2342
"25-34","B","50-74K","Homeowner","50-74K","Unknown",1,"None/Unknown",2360
"45-54","U","50-74K","Homeowner","50-74K","Unknown",1,"None/Unknown",2380
"35-44","U","75-99K","Homeowner","75-99K","Single Male",1,"None/Unknown",2393
"45-54","B","50-74K","Homeowner","50-74K","Single Female",1,"None/Unknown",2453
"45-54","B","75-99K","Homeowner","75-99K","Single Male",1,"None/Unknown",2483
"45-54","B","35-49K","Homeowner","35-49K","Single Female",1,"None/Unknown",2488
"25-34","B","Under 15K","Homeowner","Under 35K","1 Adult Kids",3,"2",105
"25-34","A","25-34K","Homeowner","Under 35K","1 Adult Kids",5,"3+",178
"45-54","A","75-99K","Homeowner","75-99K","1 Adult Kids",4,"2",250
"45-54","U","35-49K","Homeowner","35-49K","1 Adult Kids",4,"3+",319
"45-54","A","50-74K","Homeowner","50-74K","1 Adult Kids",4,"2",350
"45-54","A","125-149K","Homeowner","100-150K","Unknown",3,"1",582
"45-54","A","15-24K","Homeowner","Under 35K","1 Adult Kids",3,"1",596
"25-34","A","125-149K","Homeowner","100-150K","1 Adult Kids",5,"3+",761
"45-54","B","50-74K","Homeowner","50-74K","1 Adult Kids",3,"2",831
"65+","A","35-49K","Homeowner","35-49K","1 Adult Kids",3,"1",857
"55-64","A","50-74K","Homeowner","50-74K","1 Adult Kids",5,"3+",993
"35-44","B","35-49K","Homeowner","35-49K","1 Adult Kids",4,"3+",1146
"45-54","A","50-74K","Homeowner","50-74K","1 Adult Kids",5,"3+",1186
"25-34","B","35-49K","Homeowner","35-49K","1 Adult Kids",3,"2",1226
"25-34","A","15-24K","Homeowner","Under 35K","1 Adult Kids",3,"1",1437
"45-54","A","125-149K","Homeowner","100-150K","1 Adult Kids",5,"3+",1451
"45-54","A","75-99K","Homeowner","75-99K","Unknown",3,"1",1563
"25-34","U","25-34K","Homeowner","Under 35K","1 Adult Kids",5,"3+",1833
"45-54","U","125-149K","Homeowner","100-150K","Unknown",5,"3+",1834
"45-54","A","75-99K","Homeowner","75-99K","Unknown",3,"1",1848
"45-54","U","125-149K","Homeowner","100-150K","1 Adult Kids",5,"3+",1864
"35-44","A","35-49K","Homeowner","35-49K","1 Adult Kids",5,"3+",1919
"35-44","A","Under 15K","Homeowner","Under 35K","1 Adult Kids",3,"1",2092
"35-44","A","35-49K","Homeowner","35-49K","1 Adult Kids",3,"1",2302
"65+","U","Under 15K","Homeowner","Under 35K","1 Adult Kids",3,"2",2337
"45-54","U","50-74K","Homeowner","50-74K","1 Adult Kids",5,"3+",2435
"45-54","A","75-99K","Homeowner","75-99K","Unknown",3,"1",2496
"25-34","U","75-99K","Homeowner","75-99K","2 Adults Kids",4,"2",13
"35-44","B","15-24K","Homeowner","Under 35K","2 Adults Kids",5,"3+",43
"35-44","B","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",155
"45-54","U","25-34K","Homeowner","Under 35K","2 Adults Kids",3,"1",209
"45-54","U","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",302
"19-24","U","35-49K","Homeowner","35-49K","2 Adults Kids",4,"2",306
"45-54","U","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",314
"65+","U","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",741
"45-54","B","Under 15K","Homeowner","Under 35K","2 Adults Kids",3,"1",748
"65+","U","125-149K","Homeowner","100-150K","2 Adults Kids",3,"1",779
"45-54","U","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",808
"25-34","U","150-174K","Homeowner","150K+","2 Adults Kids",3,"1",888
"45-54","B","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1131
"35-44","U","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",1167
"45-54","U","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1257
"35-44","U","Under 15K","Homeowner","Under 35K","2 Adults Kids",4,"2",1268
"45-54","U","125-149K","Homeowner","100-150K","2 Adults Kids",4,"2",1333
"45-54","U","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",1337
"35-44","U","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",1367
"25-34","U","15-24K","Homeowner","Under 35K","2 Adults Kids",4,"2",1861
"45-54","U","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",1901
"35-44","B","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",1928
"25-34","U","125-149K","Homeowner","100-150K","2 Adults Kids",4,"2",1944
"45-54","U","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",2023
"25-34","U","125-149K","Homeowner","100-150K","2 Adults Kids",4,"2",2185
"45-54","U","175-199K","Homeowner","150K+","2 Adults Kids",3,"1",2235
"35-44","U","15-24K","Homeowner","Under 35K","2 Adults Kids",3,"1",2280
"45-54","A","150-174K","Homeowner","150K+","2 Adults Kids",5,"3+",46
"55-64","A","100-124K","Homeowner","100-150K","2 Adults Kids",4,"2",56
"25-34","A","150-174K","Homeowner","150K+","2 Adults Kids",4,"2",58
"45-54","A","Under 15K","Homeowner","Under 35K","2 Adults Kids",5,"3+",67
"35-44","A","100-124K","Homeowner","100-150K","2 Adults Kids",5,"3+",77
"45-54","A","Under 15K","Homeowner","Under 35K","2 Adults Kids",4,"2",101
"35-44","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",104
"35-44","A","125-149K","Homeowner","100-150K","2 Adults Kids",4,"2",113
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",166
"25-34","A","100-124K","Homeowner","100-150K","2 Adults Kids",4,"2",170
"35-44","A","Under 15K","Homeowner","Under 35K","2 Adults Kids",3,"1",198
"45-54","A","15-24K","Homeowner","Under 35K","2 Adults Kids",5,"3+",201
"35-44","A","250K+","Homeowner","150K+","2 Adults Kids",5,"3+",235
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",242
"35-44","A","125-149K","Homeowner","100-150K","2 Adults Kids",4,"2",248
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",294
"35-44","A","35-49K","Homeowner","35-49K","2 Adults Kids",4,"2",301
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",4,"2",325
"35-44","A","125-149K","Homeowner","100-150K","2 Adults Kids",5,"3+",332
"25-34","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",354
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",371
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",385
"35-44","A","250K+","Homeowner","150K+","2 Adults Kids",3,"1",392
"35-44","A","150-174K","Homeowner","150K+","2 Adults Kids",3,"1",400
"55-64","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",410
"35-44","A","15-24K","Homeowner","Under 35K","2 Adults Kids",3,"1",434
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",437
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",490
"35-44","A","250K+","Homeowner","150K+","2 Adults Kids",3,"1",510
"35-44","A","250K+","Homeowner","150K+","2 Adults Kids",3,"1",569
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",574
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",588
"35-44","A","100-124K","Homeowner","100-150K","2 Adults Kids",4,"2",601
"25-34","A","75-99K","Homeowner","75-99K","2 Adults Kids",4,"2",605
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",623
"35-44","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",630
"65+","A","100-124K","Homeowner","100-150K","2 Adults Kids",3,"1",631
"35-44","A","125-149K","Homeowner","100-150K","2 Adults Kids",3,"1",688
"25-34","A","100-124K","Homeowner","100-150K","2 Adults Kids",5,"3+",707
"35-44","A","100-124K","Homeowner","100-150K","2 Adults Kids",4,"2",708
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",716
"45-54","A","25-34K","Homeowner","Under 35K","2 Adults Kids",5,"3+",718
"55-64","A","75-99K","Homeowner","75-99K","2 Adults Kids",4,"2",732
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",4,"2",753
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",764
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",770
"35-44","A","150-174K","Homeowner","150K+","2 Adults Kids",3,"1",817
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",823
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",840
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",865
"35-44","A","200-249K","Homeowner","150K+","2 Adults Kids",3,"1",871
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",889
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",920
"35-44","A","125-149K","Homeowner","100-150K","2 Adults Kids",5,"3+",960
"25-34","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",971
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",973
"25-34","A","200-249K","Homeowner","150K+","2 Adults Kids",5,"3+",976
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",983
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",992
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",1018
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",1021
"25-34","A","Under 15K","Homeowner","Under 35K","2 Adults Kids",4,"2",1024
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",4,"2",1074
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",1094
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1103
"45-54","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1113
"45-54","A","125-149K","Homeowner","100-150K","2 Adults Kids",3,"1",1166
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",4,"2",1218
"19-24","A","15-24K","Homeowner","Under 35K","2 Adults Kids",3,"1",1219
"45-54","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",1300
"45-54","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1412
"25-34","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",1418
"35-44","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",1430
"45-54","A","125-149K","Homeowner","100-150K","2 Adults Kids",3,"1",1453
"45-54","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",1517
"45-54","A","125-149K","Homeowner","100-150K","2 Adults Kids",5,"3+",1609
"25-34","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",1634
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",1650
"25-34","A","15-24K","Homeowner","Under 35K","2 Adults Kids",3,"1",1680
"25-34","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",1693
"45-54","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1696
"45-54","A","125-149K","Homeowner","100-150K","2 Adults Kids",5,"3+",1762
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",4,"2",1764
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",1775
"25-34","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",1785
"19-24","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1803
"35-44","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",1892
"25-34","A","25-34K","Homeowner","Under 35K","2 Adults Kids",3,"1",1899
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",1965
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",1976
"35-44","A","125-149K","Homeowner","100-150K","2 Adults Kids",5,"3+",1990
"45-54","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",2007
"35-44","A","25-34K","Homeowner","Under 35K","2 Adults Kids",5,"3+",2050
"25-34","A","100-124K","Homeowner","100-150K","2 Adults Kids",3,"1",2076
"45-54","A","Under 15K","Homeowner","Under 35K","2 Adults Kids",3,"1",2082
"35-44","A","15-24K","Homeowner","Under 35K","2 Adults Kids",5,"3+",2097
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",2107
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",2112
"35-44","A","150-174K","Homeowner","150K+","2 Adults Kids",5,"3+",2115
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",5,"3+",2116
"25-34","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",2124
"25-34","A","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",2147
"55-64","A","35-49K","Homeowner","35-49K","2 Adults Kids",4,"2",2148
"45-54","A","35-49K","Homeowner","35-49K","2 Adults Kids",3,"1",2179
"55-64","A","100-124K","Homeowner","100-150K","2 Adults Kids",3,"1",2181
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",2190
"45-54","A","50-74K","Homeowner","50-74K","2 Adults Kids",4,"2",2252
"45-54","A","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",2307
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",5,"3+",2317
"35-44","A","35-49K","Homeowner","35-49K","2 Adults Kids",5,"3+",2331
"35-44","A","25-34K","Homeowner","Under 35K","2 Adults Kids",3,"1",2400
"25-34","A","125-149K","Homeowner","100-150K","2 Adults Kids",3,"1",2406
"45-54","A","150-174K","Homeowner","150K+","2 Adults Kids",5,"3+",2421
"35-44","A","50-74K","Homeowner","50-74K","2 Adults Kids",3,"1",2427
"35-44","A","125-149K","Homeowner","100-150K","2 Adults Kids",5,"3+",2437
"35-44","A","175-199K","Homeowner","150K+","2 Adults Kids",5,"3+",2449
"35-44","A","75-99K","Homeowner","75-99K","2 Adults Kids",3,"1",2467
"25-34","U","25-34K","Unknown","Under 35K","2 Adults Kids",3,"1",8
"35-44","U","35-49K","Unknown","35-49K","1 Adult Kids",2,"1",98
"45-54","U","25-34K","Unknown","Under 35K","2 Adults Kids",3,"1",121
"45-54","U","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",131
"19-24","A","75-99K","Unknown","75-99K","2 Adults Kids",3,"1",161
"45-54","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",164
"35-44","A","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",222
"35-44","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",232
"25-34","U","25-34K","Unknown","Under 35K","1 Adult Kids",3,"2",257
"45-54","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",263
"25-34","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",290
"55-64","A","Under 15K","Unknown","Under 35K","Single Female",2,"None/Unknown",300
"25-34","U","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",304
"65+","U","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",370
"25-34","A","25-34K","Unknown","Under 35K","Unknown",2,"None/Unknown",404
"35-44","U","Under 15K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",411
"45-54","A","35-49K","Unknown","35-49K","Single Female",2,"None/Unknown",417
"35-44","U","35-49K","Unknown","35-49K","2 Adults Kids",3,"1",418
"25-34","U","15-24K","Unknown","Under 35K","1 Adult Kids",2,"1",442
"25-34","U","15-24K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",484
"45-54","A","75-99K","Unknown","75-99K","Single Female",2,"None/Unknown",491
"45-54","U","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",546
"19-24","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",560
"25-34","U","35-49K","Unknown","35-49K","2 Adults Kids",3,"1",595
"19-24","U","Under 15K","Unknown","Under 35K","1 Adult Kids",2,"1",597
"35-44","A","15-24K","Unknown","Under 35K","2 Adults Kids",4,"2",614
"55-64","A","35-49K","Unknown","35-49K","2 Adults Kids",3,"1",670
"35-44","U","25-34K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",672
"35-44","U","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",675
"35-44","A","Under 15K","Unknown","Under 35K","Single Female",2,"None/Unknown",685
"45-54","U","15-24K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",693
"35-44","B","35-49K","Unknown","35-49K","1 Adult Kids",3,"2",695
"55-64","U","15-24K","Unknown","Under 35K","2 Adults Kids",3,"1",714
"25-34","U","Under 15K","Unknown","Under 35K","1 Adult Kids",2,"1",788
"25-34","U","75-99K","Unknown","75-99K","2 Adults No Kids",2,"None/Unknown",803
"25-34","U","35-49K","Unknown","35-49K","2 Adults Kids",4,"2",852
"45-54","U","15-24K","Unknown","Under 35K","1 Adult Kids",2,"1",866
"25-34","U","25-34K","Unknown","Under 35K","2 Adults Kids",3,"1",875
"25-34","U","35-49K","Unknown","35-49K","1 Adult Kids",3,"2",878
"45-54","U","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",882
"19-24","U","15-24K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",932
"19-24","A","200-249K","Unknown","150K+","2 Adults No Kids",2,"None/Unknown",941
"45-54","U","35-49K","Unknown","35-49K","2 Adults Kids",4,"2",982
"35-44","A","35-49K","Unknown","35-49K","Unknown",5,"3+",1012
"45-54","A","15-24K","Unknown","Under 35K","2 Adults Kids",4,"2",1014
"35-44","U","25-34K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",1066
"25-34","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",1069
"25-34","U","35-49K","Unknown","35-49K","2 Adults Kids",3,"1",1084
"55-64","A","15-24K","Unknown","Under 35K","Single Female",2,"None/Unknown",1123
"25-34","U","75-99K","Unknown","75-99K","2 Adults Kids",3,"1",1128
"45-54","U","50-74K","Unknown","50-74K","Unknown",2,"1",1135
"35-44","U","15-24K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",1138
"19-24","U","25-34K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",1147
"25-34","U","Under 15K","Unknown","Under 35K","2 Adults Kids",5,"3+",1174
"35-44","U","50-74K","Unknown","50-74K","2 Adults Kids",3,"1",1236
"45-54","U","50-74K","Unknown","50-74K","1 Adult Kids",2,"1",1248
"45-54","U","50-74K","Unknown","50-74K","1 Adult Kids",2,"1",1256
"55-64","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",1316
"19-24","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",1321
"25-34","U","15-24K","Unknown","Under 35K","1 Adult Kids",2,"1",1363
"35-44","A","100-124K","Unknown","100-150K","2 Adults Kids",3,"1",1388
"19-24","B","50-74K","Unknown","50-74K","2 Adults Kids",3,"1",1425
"55-64","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",1428
"35-44","U","150-174K","Unknown","150K+","2 Adults No Kids",2,"None/Unknown",1443
"45-54","A","25-34K","Unknown","Under 35K","2 Adults Kids",3,"1",1452
"45-54","U","15-24K","Unknown","Under 35K","2 Adults Kids",4,"2",1540
"45-54","U","15-24K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",1578
"19-24","B","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",1580
"35-44","U","75-99K","Unknown","75-99K","2 Adults No Kids",2,"None/Unknown",1676
"25-34","A","35-49K","Unknown","35-49K","2 Adults Kids",3,"1",1709
"45-54","U","15-24K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",1722
"45-54","A","Under 15K","Unknown","Under 35K","Single Male",2,"None/Unknown",1745
"35-44","U","35-49K","Unknown","35-49K","2 Adults Kids",5,"3+",1759
"45-54","U","25-34K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",1815
"55-64","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",1822
"45-54","U","175-199K","Unknown","150K+","2 Adults Kids",3,"1",1845
"65+","A","35-49K","Unknown","35-49K","Single Male",2,"None/Unknown",1879
"35-44","A","50-74K","Unknown","50-74K","Single Male",2,"None/Unknown",1911
"65+","U","25-34K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",1962
"45-54","U","150-174K","Unknown","150K+","2 Adults Kids",3,"1",1979
"25-34","U","50-74K","Unknown","50-74K","Unknown",5,"3+",1985
"25-34","B","25-34K","Unknown","Under 35K","1 Adult Kids",3,"2",1995
"35-44","A","100-124K","Unknown","100-150K","2 Adults Kids",5,"3+",2020
"25-34","U","25-34K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",2062
"25-34","U","35-49K","Unknown","35-49K","1 Adult Kids",2,"1",2129
"55-64","A","100-124K","Unknown","100-150K","2 Adults No Kids",2,"None/Unknown",2133
"25-34","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",2173
"19-24","U","50-74K","Unknown","50-74K","2 Adults Kids",3,"1",2199
"35-44","U","50-74K","Unknown","50-74K","1 Adult Kids",3,"2",2208
"25-34","U","50-74K","Unknown","50-74K","2 Adults No Kids",2,"None/Unknown",2279
"45-54","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",2347
"25-34","U","35-49K","Unknown","35-49K","2 Adults No Kids",2,"None/Unknown",2361
"45-54","U","Under 15K","Unknown","Under 35K","2 Adults No Kids",2,"None/Unknown",2367
"25-34","A","50-74K","Unknown","50-74K","2 Adults Kids",5,"3+",2378
"25-34","A","50-74K","Unknown","50-74K","Single Female",2,"None/Unknown",2390
"65+","B","125-149K","Unknown","100-150K","2 Adults No Kids",2,"None/Unknown",2397
"45-54","U","15-24K","Unknown","Under 35K","2 Adults Kids",3,"1",2420
"25-34","U","Under 15K","Unknown","Under 35K","2 Adults Kids",3,"1",2499
"35-44","B","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",19
"65+","B","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",391
"35-44","B","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",583
"35-44","B","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",598
"25-34","B","175-199K","Unknown","150K+","Single Female",1,"None/Unknown",853
"25-34","B","100-124K","Unknown","100-150K","Single Male",1,"None/Unknown",1040
"25-34","B","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",1172
"25-34","B","15-24K","Unknown","Under 35K","Single Male",1,"None/Unknown",1263
"65+","B","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",1494
"35-44","B","125-149K","Unknown","100-150K","Single Female",1,"None/Unknown",1528
"35-44","B","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",1707
"25-34","B","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",1907
"35-44","B","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",2198
"35-44","B","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",2217
"35-44","B","25-34K","Unknown","Under 35K","Single Male",1,"None/Unknown",2486
"35-44","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",25
"65+","U","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",42
"55-64","U","25-34K","Unknown","Under 35K","Single Male",1,"None/Unknown",78
"25-34","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",85
"45-54","U","75-99K","Unknown","75-99K","Single Female",1,"None/Unknown",97
"45-54","U","125-149K","Unknown","100-150K","Single Male",1,"None/Unknown",119
"45-54","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",127
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",136
"45-54","U","25-34K","Unknown","Under 35K","Single Male",1,"None/Unknown",184
"35-44","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",212
"65+","U","15-24K","Unknown","Under 35K","Unknown",1,"None/Unknown",221
"25-34","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",230
"45-54","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",253
"35-44","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",276
"45-54","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",282
"45-54","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",324
"25-34","U","75-99K","Unknown","75-99K","Single Female",1,"None/Unknown",329
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",351
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",361
"65+","U","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",362
"35-44","U","25-34K","Unknown","Under 35K","Single Male",1,"None/Unknown",395
"45-54","U","100-124K","Unknown","100-150K","Unknown",1,"None/Unknown",413
"19-24","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",432
"55-64","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",454
"65+","U","100-124K","Unknown","100-150K","Single Male",1,"None/Unknown",462
"45-54","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",483
"55-64","U","150-174K","Unknown","150K+","Single Female",1,"None/Unknown",489
"55-64","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",493
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",526
"45-54","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",534
"25-34","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",542
"19-24","U","25-34K","Unknown","Under 35K","Single Male",1,"None/Unknown",567
"35-44","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",575
"25-34","U","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",578
"35-44","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",593
"45-54","U","125-149K","Unknown","100-150K","Unknown",1,"None/Unknown",607
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",609
"45-54","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",621
"35-44","U","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",622
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",624
"45-54","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",725
